pertSize,reactionTime,initialResponse,subID,blockNo,prevSize,leftResponse,rightResponse,noResponse,nullTrials,correctResponses,incorrectResponses
-100,2.46300212752249,1,7,3,0,0,1,0,0,1,0
50,2.93400084877067,-1,7,3,-100,1,0,0,0,1,0
-300,1.85100126659381,1,7,3,50,0,1,0,0,1,0
0,4.71600636565563,1,7,3,-300,0,1,0,1,0,0
-25,3.58100093829125,1,7,3,0,0,1,0,0,1,0
300,1.60900036311068,-1,7,3,-25,1,0,0,0,1,0
150,2.93899818455975,-1,7,3,300,1,0,0,0,1,0
-200,3.04200067459897,1,7,3,150,0,1,0,0,1,0
-50,5.71200457953819,1,7,3,-200,0,1,0,0,1,0
25,5.23300598549395,-1,7,3,-50,1,0,0,0,1,0
100,3.42000579225714,-1,7,3,25,1,0,0,0,1,0
150,5.50700687443896,-1,7,3,100,1,0,0,0,1,0
-200,1.39300060963433,1,7,3,150,0,1,0,0,1,0
0,5.22000033091899,-1,7,3,-200,1,0,0,1,0,0
100,4.57000358343066,-1,7,3,0,1,0,0,0,1,0
-50,3.85400681209285,1,7,3,100,0,1,0,0,1,0
300,1.25000148212712,-1,7,3,-50,1,0,0,0,1,0
0,4.63700357484777,-1,7,3,300,1,0,0,1,0,0
25,4.61800516509538,-1,7,3,0,1,0,0,0,1,0
-300,0.357003637545859,1,7,3,25,0,1,0,0,1,0
-150,2.29699919688574,1,7,3,-300,0,1,0,0,1,0
200,2.67400353908306,-1,7,3,-150,1,0,0,0,1,0
50,5.3400058686675,-1,7,3,200,1,0,0,0,1,0
-25,8.25200346171914,1,7,3,50,0,1,0,0,1,0
-100,4.27900543880241,1,7,3,-25,0,1,0,0,1,0
-150,2.50100154053507,1,7,3,-100,0,1,0,0,1,0
25,3.88799358534743,-1,8,1,100,1,0,0,0,1,0
-50,4.65399544608226,1,8,1,25,0,1,0,0,1,0
-200,2.94199496340298,1,8,1,-50,0,1,0,0,1,0
150,3.92799976670358,1,8,1,-200,0,1,0,0,0,1
300,1.9449960863567,-1,8,1,150,1,0,0,0,1,0
-25,3.50799614047719,1,8,1,300,0,1,0,0,1,0
0,5.22999455058016,-1,8,1,-25,1,0,0,1,0,0
-300,2.31999286115024,1,8,1,0,0,1,0,0,1,0
50,4.52799989223422,-1,8,1,-300,1,0,0,0,1,0
-100,4.94899247956346,-1,8,1,50,1,0,0,0,0,1
0,4.9009929149106,1,8,1,-100,0,1,0,1,0,0
200,2.50300196492753,-1,8,1,0,1,0,0,0,1,0
-150,2.46499780595332,1,8,1,200,0,1,0,0,1,0
-100,2.95200020277116,1,8,1,-150,0,1,0,0,1,0
-25,3.81399590575165,1,8,1,-100,0,1,0,0,1,0
50,2.99999247419328,-1,8,1,-25,1,0,0,0,1,0
200,2.58199350869108,-1,8,1,50,1,0,0,0,1,0
-150,2.44200176822778,1,8,1,200,0,1,0,0,1,0
-300,2.25399981951341,1,8,1,-150,0,1,0,0,1,0
25,4.72699717354408,-1,8,1,-300,1,0,0,0,1,0
0,3.94600014221214,1,8,1,25,0,1,0,1,0,0
300,2.00799552142416,-1,8,1,0,1,0,0,0,1,0
-50,4.07600187134813,-1,8,1,300,1,0,0,0,0,1
100,2.71900107681722,-1,8,1,-50,1,0,0,0,1,0
0,3.93299278676568,1,8,1,100,0,1,0,1,0,0
-200,2.58699675893877,1,8,1,0,0,1,0,0,1,0
150,3.04200183343346,-1,8,1,-200,1,0,0,0,1,0
100,4.12999317967478,-1,8,1,150,1,0,0,0,1,0
200,1.88199717962561,-1,8,1,-150,1,0,0,0,1,0
0,3.90399366187921,-1,8,1,200,1,0,0,1,0,0
-100,2.86199703979946,1,8,1,0,0,1,0,0,1,0
50,4.11099723267398,-1,8,1,-100,1,0,0,0,1,0
-300,2.35299900019163,1,8,1,50,0,1,0,0,1,0
0,4.68099275362329,1,8,1,-300,0,1,0,1,0,0
-25,4.88699263537274,-1,8,1,0,1,0,0,0,0,1
300,1.98100138545124,-1,8,1,-25,1,0,0,0,1,0
150,2.5329999041569,-1,8,1,300,1,0,0,0,1,0
-200,1.93000142359961,1,8,1,150,0,1,0,0,1,0
-50,4.44999816584459,1,8,1,-200,0,1,0,0,1,0
25,3.87699760257965,-1,8,1,-50,1,0,0,0,1,0
100,4.50599802673241,-1,8,1,25,1,0,0,0,1,0
150,3.01699330293923,-1,8,1,100,1,0,0,0,1,0
-200,2.39099902915768,1,8,1,150,0,1,0,0,1,0
0,4.48599377489154,1,8,1,-200,0,1,0,1,0,0
100,2.83199461388722,-1,8,1,0,1,0,0,0,1,0
-50,4.55200016212621,1,8,1,100,0,1,0,0,1,0
300,1.68999873269058,-1,8,1,-50,1,0,0,0,1,0
0,5.35999841821467,1,8,1,300,0,1,0,1,0,0
25,5.36300068891433,-1,8,1,0,1,0,0,0,1,0
-300,2.07099609124998,1,8,1,25,0,1,0,0,1,0
-150,2.40399690080085,1,8,1,-300,0,1,0,0,1,0
200,2.73799540269829,-1,8,1,-150,1,0,0,0,1,0
50,5.40700051296153,-1,8,1,200,1,0,0,0,1,0
-25,4.30199352145428,1,8,1,50,0,1,0,0,1,0
-100,3.19099375426595,1,8,1,-25,0,1,0,0,1,0
-150,3.22900052535988,1,8,1,-100,0,1,0,0,1,0
25,5.35499344241543,-1,8,2,100,1,0,0,0,1,0
-50,4.71199955618067,-1,8,2,25,1,0,0,0,0,1
-200,2.48800111627497,1,8,2,-50,0,1,0,0,1,0
150,2.86800188588677,-1,8,2,-200,1,0,0,0,1,0
300,1.82699982714257,-1,8,2,150,1,0,0,0,1,0
-25,4.38000127791747,-1,8,2,300,1,0,0,0,0,1
0,4.95899388837279,-1,8,2,-25,1,0,0,1,0,0
-300,2.47099582337978,1,8,2,0,0,1,0,0,1,0
50,4.77799733233405,1,8,2,-300,0,1,0,0,0,1
-100,3.94099807321618,-1,8,2,50,1,0,0,0,0,1
0,5.53399614274531,1,8,2,-100,0,1,0,1,0,0
200,2.53200117659435,-1,8,2,0,1,0,0,0,1,0
-150,2.28299394750502,1,8,2,200,0,1,0,0,1,0
-100,4.76499715864338,-1,8,2,-150,1,0,0,0,0,1
-25,5.33399498009385,-1,8,2,-100,1,0,0,0,0,1
50,5.32999856054812,-1,8,2,-25,1,0,0,0,1,0
200,3.76199652564537,-1,8,2,50,1,0,0,0,1,0
-150,2.97099668908049,1,8,2,200,0,1,0,0,1,0
-300,2.47299450349237,1,8,2,-150,0,1,0,0,1,0
25,5.3909941196398,1,8,2,-300,0,1,0,0,0,1
0,4.02100023340608,-1,8,2,25,1,0,0,1,0,0
300,1.87099431407114,-1,8,2,0,1,0,0,0,1,0
-50,4.65999944674695,1,8,2,300,0,1,0,0,1,0
100,3.73999629831087,-1,8,2,-50,1,0,0,0,1,0
0,3.85099735665426,1,8,2,100,0,1,0,1,0,0
-200,2.12200039958407,1,8,2,0,0,1,0,0,1,0
150,2.99000063800486,-1,8,2,-200,1,0,0,0,1,0
100,2.21099658274761,-1,8,2,150,1,0,0,0,1,0
200,3.00999394273822,-1,8,2,-150,1,0,0,0,1,0
0,4.65199357008532,-1,8,2,200,1,0,0,1,0,0
-100,2.64100189899909,1,8,2,0,0,1,0,0,1,0
50,4.07999688088603,-1,8,2,-100,1,0,0,0,1,0
-300,2.34500025248417,1,8,2,50,0,1,0,0,1,0
0,4.14000206136552,-1,8,2,-300,1,0,0,1,0,0
-25,4.04299698579416,-1,8,2,0,1,0,0,0,0,1
300,2.62899896704766,-1,8,2,-25,1,0,0,0,1,0
150,2.79199694334966,-1,8,2,300,1,0,0,0,1,0
-200,1.70099992811447,1,8,2,150,0,1,0,0,1,0
-50,3.85499512934621,1,8,2,-200,0,1,0,0,1,0
25,5.22099781560973,-1,8,2,-50,1,0,0,0,1,0
100,2.79699837147928,-1,8,2,25,1,0,0,0,1,0
150,1.69899429309589,-1,8,2,100,1,0,0,0,1,0
-200,2.09400295066735,1,8,2,150,0,1,0,0,1,0
0,4.05099805939244,-1,8,2,-200,1,0,0,1,0,0
100,2.96100104486686,-1,8,2,0,1,0,0,0,1,0
-50,3.97000097214914,-1,8,2,100,1,0,0,0,0,1
300,1.34699313688179,-1,8,2,-50,1,0,0,0,1,0
0,4.44199619806022,1,8,2,300,0,1,0,1,0,0
25,4.33099790882989,1,8,2,0,0,1,0,0,0,1
-300,1.71100123977521,1,8,2,25,0,1,0,0,1,0
-150,2.26199978720979,1,8,2,-300,0,1,0,0,1,0
200,2.80999846780469,-1,8,2,-150,1,0,0,0,1,0
50,3.99100171327154,-1,8,2,200,1,0,0,0,1,0
-25,4.97899343514291,1,8,2,50,0,1,0,0,1,0
-100,2.49099320614187,1,8,2,-25,0,1,0,0,1,0
-150,2.11099506616301,1,8,2,-100,0,1,0,0,1,0
25,3.99299864006025,-1,8,3,100,1,0,0,0,1,0
-50,5.48400699353078,-1,8,3,25,1,0,0,0,0,1
-200,1.3790023096808,1,8,3,-50,0,1,0,0,1,0
150,1.94200099026784,-1,8,3,-200,1,0,0,0,1,0
300,1.54400635277852,-1,8,3,150,1,0,0,0,1,0
-25,3.06100254631019,-1,8,3,300,1,0,0,0,0,1
0,5.53100672733854,1,8,3,-25,0,1,0,1,0,0
-300,1.07199936509278,1,8,3,0,0,1,0,0,1,0
50,2.41100098824245,1,8,3,-300,0,1,0,0,0,1
-100,3.49100088119303,1,8,3,50,0,1,0,0,1,0
0,4.51999887013517,-1,8,3,-100,1,0,0,1,0,0
200,1.91500027954316,-1,8,3,0,1,0,0,0,1,0
-150,2.10599929439923,1,8,3,200,0,1,0,0,1,0
-100,2.39899884605256,1,8,3,-150,0,1,0,0,1,0
-25,3.53700586593186,-1,8,3,-100,1,0,0,0,0,1
50,1.87399909305532,-1,8,3,-25,1,0,0,0,1,0
200,1.18100227403193,-1,8,3,50,1,0,0,0,1,0
-150,1.47200143324881,1,8,3,200,0,1,0,0,1,0
-300,0.954002248407051,1,8,3,-150,0,1,0,0,1,0
25,4.12800057160348,-1,8,3,-300,1,0,0,0,1,0
0,5.2990069110383,-1,8,3,25,1,0,0,1,0,0
300,1.09200324820995,-1,8,3,0,1,0,0,0,1,0
-50,3.29200151395344,1,8,3,300,0,1,0,0,1,0
100,3.23100503063324,-1,8,3,-50,1,0,0,0,1,0
0,3.44700793552329,1,8,3,100,0,1,0,1,0,0
-200,1.25300280666124,1,8,3,0,0,1,0,0,1,0
150,2.06200137161795,-1,8,3,-200,1,0,0,0,1,0
100,2.91900330662611,-1,8,3,150,1,0,0,0,1,0
200,1.74800311172294,-1,8,3,-150,1,0,0,0,1,0
0,5.0710053824223,-1,8,3,200,1,0,0,1,0,0
-100,3.23799771535414,1,8,3,0,0,1,0,0,1,0
50,4.443999235511,1,8,3,-100,0,1,0,0,0,1
-300,2.04400349569914,1,8,3,50,0,1,0,0,1,0
0,4.37000049162452,1,8,3,-300,0,1,0,1,0,0
-25,4.44800065577147,1,8,3,0,0,1,0,0,1,0
300,1.07199670982664,-1,8,3,-25,1,0,0,0,1,0
150,2.87600010526512,-1,8,3,300,1,0,0,0,1,0
-200,1.12100168776669,1,8,3,150,0,1,0,0,1,0
-50,2.47299773693521,1,8,3,-200,0,1,0,0,1,0
25,5.4399971687817,-1,8,3,-50,1,0,0,0,1,0
100,1.94900363922352,-1,8,3,25,1,0,0,0,1,0
150,1.14200606405939,-1,8,3,100,1,0,0,0,1,0
-200,2.39100589251757,1,8,3,150,0,1,0,0,1,0
0,4.48300216174539,1,8,3,-200,0,1,0,1,0,0
100,2.87200554526498,-1,8,3,0,1,0,0,0,1,0
-50,3.27600525879825,1,8,3,100,0,1,0,0,1,0
300,0.823998144631332,-1,8,3,-50,1,0,0,0,1,0
0,5.14199758768518,-1,8,3,300,1,0,0,1,0,0
25,5.58199922979111,-1,8,3,0,1,0,0,0,1,0
-300,2.12199788093858,1,8,3,25,0,1,0,0,1,0
-150,2.29300541305565,1,8,3,-300,0,1,0,0,1,0
200,1.70700428354758,-1,8,3,-150,1,0,0,0,1,0
50,5.78300374413084,-1,8,3,200,1,0,0,0,1,0
-25,4.61300055015454,1,8,3,50,0,1,0,0,1,0
-100,3.42200612711895,1,8,3,-25,0,1,0,0,1,0
-150,2.40000050843082,1,8,3,-100,0,1,0,0,1,0
25,6.3399999161993,-1,9,1,100,1,0,0,0,1,0
-50,2.6209926065203,1,9,1,25,0,1,0,0,1,0
-200,2.56999247563363,1,9,1,-50,0,1,0,0,1,0
150,3.72300066650496,1,9,1,-200,0,1,0,0,0,1
300,3.29799585021101,-1,9,1,150,1,0,0,0,1,0
-25,2.97999919939321,1,9,1,300,0,1,0,0,1,0
0,3.27100048828288,1,9,1,-25,0,1,0,1,0,0
-300,5.17099997198966,1,9,1,0,0,1,0,0,1,0
50,6.74899171209836,1,9,1,-300,0,1,0,0,0,1
-100,6.69099223506782,1,9,1,50,0,1,0,0,1,0
0,7.21899540699087,1,9,1,-100,0,1,0,1,0,0
200,3.43999715769314,-1,9,1,0,1,0,0,0,1,0
-150,4.20399190903117,1,9,1,200,0,1,0,0,1,0
-100,4.54599787843472,1,9,1,-150,0,1,0,0,1,0
-25,4.33699830818659,1,9,1,-100,0,1,0,0,1,0
50,6.01699670708331,1,9,1,-25,0,1,0,0,0,1
200,3.06899602258636,-1,9,1,50,1,0,0,0,1,0
-150,3.39100026035885,1,9,1,200,0,1,0,0,1,0
-300,2.39699304318492,1,9,1,-150,0,1,0,0,1,0
25,7.04199992573558,1,9,1,-300,0,1,0,0,0,1
0,3.57299173378851,1,9,1,25,0,1,0,1,0,0
300,3.28099854553147,-1,9,1,0,1,0,0,0,1,0
-50,4.00100019812817,-1,9,1,300,1,0,0,0,0,1
100,3.77900014854094,-1,9,1,-50,1,0,0,0,1,0
0,3.28899451863981,-1,9,1,100,1,0,0,1,0,0
-200,2.29899225247209,1,9,1,0,0,1,0,0,1,0
150,3.16099269342521,-1,9,1,-200,1,0,0,0,1,0
100,4.15999915898283,-1,9,1,150,1,0,0,0,1,0
200,2.40600363099657,-1,9,1,-150,1,0,0,0,1,0
0,5.65200583863043,1,9,1,200,0,1,0,1,0,0
-100,2.14000718498573,1,9,1,0,0,1,0,0,1,0
50,2.72199918854312,1,9,1,-100,0,1,0,0,0,1
-300,1.69200408363395,1,9,1,50,0,1,0,0,1,0
0,3.2260035259751,1,9,1,-300,0,1,0,1,0,0
-25,4.95699874472484,-1,9,1,0,1,0,0,0,0,1
300,3.80599817586335,-1,9,1,-25,1,0,0,0,1,0
150,3.24600196933898,-1,9,1,300,1,0,0,0,1,0
-200,3.78500638020341,1,9,1,150,0,1,0,0,1,0
-50,5.02800281131204,1,9,1,-200,0,1,0,0,1,0
25,3.91500002658722,-1,9,1,-50,1,0,0,0,1,0
100,4.93200200295541,-1,9,1,25,1,0,0,0,1,0
150,3.83999779284204,-1,9,1,100,1,0,0,0,1,0
-200,3.11200741469656,1,9,1,150,0,1,0,0,1,0
0,6.65200014710717,1,9,1,-200,0,1,0,1,0,0
100,4.16600502610527,-1,9,1,0,1,0,0,0,1,0
-50,3.99100098908093,1,9,1,100,0,1,0,0,1,0
300,4.38200055897323,-1,9,1,-50,1,0,0,0,1,0
0,5.7509992178675,1,9,1,300,0,1,0,1,0,0
25,3.86400447177584,-1,9,1,0,1,0,0,0,1,0
-300,2.29300053215411,1,9,1,25,0,1,0,0,1,0
-150,3.33599997448619,1,9,1,-300,0,1,0,0,1,0
200,2.23100287306443,-1,9,1,-150,1,0,0,0,1,0
50,2.52100192296348,-1,9,1,200,1,0,0,0,1,0
-25,7.87500461626041,1,9,1,50,0,1,0,0,1,0
-100,3.56000662696169,1,9,1,-25,0,1,0,0,1,0
-150,7.27799850022711,1,9,1,-100,0,1,0,0,1,0
25,4.46099978864368,-1,9,2,100,1,0,0,0,1,0
-50,5.55599900114612,1,9,2,25,0,1,0,0,1,0
-200,1.49100529849238,1,9,2,-50,0,1,0,0,1,0
150,1.4109970939171,-1,9,2,-200,1,0,0,0,1,0
300,1.55499675488682,-1,9,2,150,1,0,0,0,1,0
-25,2.27100637042167,1,9,2,300,0,1,0,0,1,0
0,4.83100480365829,-1,9,2,-25,1,0,0,1,0,0
-300,1.06999972664926,1,9,2,0,0,1,0,0,1,0
50,1.94100357758725,-1,9,2,-300,1,0,0,0,1,0
-100,1.04000017965154,1,9,2,50,0,1,0,0,1,0
0,4.78999918961199,-1,9,2,-100,1,0,0,1,0,0
200,1.01300454020384,-1,9,2,0,1,0,0,0,1,0
-150,0.93600360059645,1,9,2,200,0,1,0,0,1,0
-100,2.19600412141881,1,9,2,-150,0,1,0,0,1,0
-25,2.64899918949232,1,9,2,-100,0,1,0,0,1,0
50,5.34899734592182,-1,9,2,-25,1,0,0,0,1,0
200,2.04000253534468,-1,9,2,50,1,0,0,0,1,0
-150,1.9500054913733,1,9,2,200,0,1,0,0,1,0
-300,1.50000299394014,1,9,2,-150,0,1,0,0,1,0
25,2.82399930870451,-1,9,2,-300,1,0,0,0,1,0
0,2.7499974293678,1,9,2,25,0,1,0,1,0,0
300,1.09900469589047,-1,9,2,0,1,0,0,0,1,0
-50,2.83400605976203,-1,9,2,300,1,0,0,0,0,1
100,1.33600120210758,-1,9,2,-50,1,0,0,0,1,0
0,2.33100579166057,1,9,2,100,0,1,0,1,0,0
-200,1.12200014352857,1,9,2,0,0,1,0,0,1,0
150,1.53200357258174,-1,9,2,-200,1,0,0,0,1,0
100,1.4480061824288,1,9,2,150,0,1,0,0,0,1
200,0.520004830003018,-1,9,2,-150,1,0,0,0,1,0
0,3.63100753867911,1,9,2,200,0,1,0,1,0,0
-100,2.11200236427976,1,9,2,0,0,1,0,0,1,0
50,2.08700195026177,-1,9,2,-100,1,0,0,0,1,0
-300,1.11400787198363,1,9,2,50,0,1,0,0,1,0
0,6.89700880491728,1,9,2,-300,0,1,0,1,0,0
-25,5.7210010467752,-1,9,2,0,1,0,0,0,0,1
300,1.08500374281721,-1,9,2,-25,1,0,0,0,1,0
150,1.62600799739448,-1,9,2,300,1,0,0,0,1,0
-200,1.02800414955709,1,9,2,150,0,1,0,0,1,0
-50,2.85100802922534,1,9,2,-200,0,1,0,0,1,0
25,1.69200077700953,-1,9,2,-50,1,0,0,0,1,0
100,2.74500155222631,-1,9,2,25,1,0,0,0,1,0
150,2.98500719225558,-1,9,2,100,1,0,0,0,1,0
-200,1.09699926448229,1,9,2,150,0,1,0,0,1,0
0,4.87800385475566,-1,9,2,-200,1,0,0,1,0,0
100,2.09100427186786,-1,9,2,0,1,0,0,0,1,0
-50,2.31700004351296,1,9,2,100,0,1,0,0,1,0
300,0.501007604361803,-1,9,2,-50,1,0,0,0,1,0
0,2.21100361848221,1,9,2,300,0,1,0,1,0,0
25,2.90500697887182,-1,9,2,0,1,0,0,0,1,0
-300,4.48700586199993,1,9,2,25,0,1,0,0,1,0
-150,2.11200687337259,1,9,2,-300,0,1,0,0,1,0
200,1.2000007402894,-1,9,2,-150,1,0,0,0,1,0
50,2.84999949025951,-1,9,2,200,1,0,0,0,1,0
-25,3.22200006365892,1,9,2,50,0,1,0,0,1,0
-100,1.19600320398604,1,9,2,-25,0,1,0,0,1,0
-150,1.26699907374132,1,9,2,-100,0,1,0,0,1,0
25,3.41900231564068,1,9,3,100,0,1,0,0,0,1
-50,2.01700538170553,1,9,3,25,0,1,0,0,1,0
-200,2.39200343859557,1,9,3,-50,0,1,0,0,1,0
150,5.31500173378299,-1,9,3,-200,1,0,0,0,1,0
300,3.04000393438764,-1,9,3,150,1,0,0,0,1,0
-25,4.1130029962078,1,9,3,300,0,1,0,0,1,0
0,3.68000818634027,-1,9,3,-25,1,0,0,1,0,0
-300,1.10200135529158,1,9,3,0,0,1,0,0,1,0
50,5.77900065470021,-1,9,3,-300,1,0,0,0,1,0
-100,6.81200869703753,1,9,3,50,0,1,0,0,1,0
0,6.66700291860616,-1,9,3,-100,1,0,0,1,0,0
200,3.51100349199987,-1,9,3,0,1,0,0,0,1,0
-150,1.37900583064766,1,9,3,200,0,1,0,0,1,0
-100,1.44100654769136,1,9,3,-150,0,1,0,0,1,0
-25,1.17300591433013,1,9,3,-100,0,1,0,0,1,0
50,2.10000319826941,-1,9,3,-25,1,0,0,0,1,0
200,4.21900740170531,-1,9,3,50,1,0,0,0,1,0
-150,1.16400182855432,1,9,3,200,0,1,0,0,1,0
-300,1.05600505579059,1,9,3,-150,0,1,0,0,1,0
25,3.0740096684749,-1,9,3,-300,1,0,0,0,1,0
0,3.72000832033518,-1,9,3,25,1,0,0,1,0,0
300,2.71200869751192,-1,9,3,0,1,0,0,0,1,0
-50,2.24500403678394,1,9,3,300,0,1,0,0,1,0
100,2.20100908184395,1,9,3,-50,0,1,0,0,0,1
0,7.3230052999279,1,9,3,100,0,1,0,1,0,0
-200,1.32000449347834,1,9,3,0,0,1,0,0,1,0
150,1.89200977540168,-1,9,3,-200,1,0,0,0,1,0
100,4.78700993394887,-1,9,3,150,1,0,0,0,1,0
200,1.78000116706244,-1,9,3,-150,1,0,0,0,1,0
0,6.75800193810574,-1,9,3,200,1,0,0,1,0,0
-100,3.40300420808489,1,9,3,0,0,1,0,0,1,0
50,2.02500259995577,-1,9,3,-100,1,0,0,0,1,0
-300,1.03400032746868,1,9,3,50,0,1,0,0,1,0
0,5.32000084972242,-1,9,3,-300,1,0,0,1,0,0
-25,5.71200096833491,1,9,3,0,0,1,0,0,1,0
300,3.86300103437679,-1,9,3,-25,1,0,0,0,1,0
150,2.35800407171337,-1,9,3,300,1,0,0,0,1,0
-200,2.66300184059219,1,9,3,150,0,1,0,0,1,0
-50,5.36600306713808,1,9,3,-200,0,1,0,0,1,0
25,3.52500993073045,-1,9,3,-50,1,0,0,0,1,0
100,1.90500394833361,-1,9,3,25,1,0,0,0,1,0
150,1.55100734865846,-1,9,3,100,1,0,0,0,1,0
-200,3.35700781834021,1,9,3,150,0,1,0,0,1,0
0,2.16300717937702,1,9,3,-200,0,1,0,1,0,0
100,2.53000924122171,-1,9,3,0,1,0,0,0,1,0
-50,3.18600103175413,1,9,3,100,0,1,0,0,1,0
300,1.66300659608532,-1,9,3,-50,1,0,0,0,1,0
0,3.39100512111327,1,9,3,300,0,1,0,1,0,0
25,4.03900087666261,-1,9,3,0,1,0,0,0,1,0
-300,1.30100779140048,1,9,3,25,0,1,0,0,1,0
-150,3.47800114607526,1,9,3,-300,0,1,0,0,1,0
200,3.88500683868187,-1,9,3,-150,1,0,0,0,1,0
50,3.69700789141643,-1,9,3,200,1,0,0,0,1,0
-25,3.3400021809357,1,9,3,50,0,1,0,0,1,0
-100,2.39100001287443,1,9,3,-25,0,1,0,0,1,0
-150,3.57100512242323,1,9,3,-100,0,1,0,0,1,0
25,8.17399816358375,-1,10,1,100,1,0,0,0,1,0
-50,2.84200086665078,1,10,1,25,0,1,0,0,1,0
-200,2.52299673712696,1,10,1,-50,0,1,0,0,1,0
150,2.66099192082766,1,10,1,-200,0,1,0,0,0,1
300,2.27699793016654,-1,10,1,150,1,0,0,0,1,0
-25,2.75000068509689,1,10,1,300,0,1,0,0,1,0
0,2.77199367046705,1,10,1,-25,0,1,0,1,0,0
-300,1.86799377083662,1,10,1,0,0,1,0,0,1,0
50,2.99399197280582,-1,10,1,-300,1,0,0,0,1,0
-100,2.51299298489175,1,10,1,50,0,1,0,0,1,0
0,3.85099645602895,1,10,1,-100,0,1,0,1,0,0
200,2.46899404621217,-1,10,1,0,1,0,0,0,1,0
-150,1.61399272680137,1,10,1,200,0,1,0,0,1,0
-100,1.6769938194775,1,10,1,-150,0,1,0,0,1,0
-25,2.38299198079039,1,10,1,-100,0,1,0,0,1,0
50,4.51599320173409,-1,10,1,-25,1,0,0,0,1,0
200,2.27499701833585,-1,10,1,50,1,0,0,0,1,0
-150,1.52099981880019,1,10,1,200,0,1,0,0,1,0
-300,1.63299420011026,1,10,1,-150,0,1,0,0,1,0
25,6.15099580228707,-1,10,1,-300,1,0,0,0,1,0
0,4.04599951588898,1,10,1,25,0,1,0,1,0,0
300,1.14799456643959,-1,10,1,0,1,0,0,0,1,0
-50,2.59500053584634,1,10,1,300,0,1,0,0,1,0
100,2.33099797606701,-1,10,1,-50,1,0,0,0,1,0
0,3.62899823832413,1,10,1,100,0,1,0,1,0,0
-200,1.20299249279924,1,10,1,0,0,1,0,0,1,0
150,1.2889920731759,1,10,1,-200,0,1,0,0,0,1
100,2.38799487435608,-1,10,1,150,1,0,0,0,1,0
200,1.32000206196244,-1,10,1,-150,1,0,0,0,1,0
0,2.64299485671654,1,10,1,200,0,1,0,1,0,0
-100,1.73399634742964,1,10,1,0,0,1,0,0,1,0
50,2.40099515485781,-1,10,1,-100,1,0,0,0,1,0
-300,1.07799954820075,1,10,1,50,0,1,0,0,1,0
0,2.88299472069775,1,10,1,-300,0,1,0,1,0,0
-25,3.19300305032812,1,10,1,0,0,1,0,0,1,0
300,1.13800088226708,-1,10,1,-25,1,0,0,0,1,0
150,3.45000072336552,-1,10,1,300,1,0,0,0,1,0
-200,1.62999909770588,1,10,1,150,0,1,0,0,1,0
-50,3.61499677479151,1,10,1,-200,0,1,0,0,1,0
25,4.23699800133909,1,10,1,-50,0,1,0,0,0,1
100,2.51199342751352,-1,10,1,25,1,0,0,0,1,0
150,1.74999495888187,-1,10,1,100,1,0,0,0,1,0
-200,1.14900235855748,1,10,1,150,0,1,0,0,1,0
0,3.61699354922894,-1,10,1,-200,1,0,0,1,0,0
100,2.11100174010062,-1,10,1,0,1,0,0,0,1,0
-50,3.11299635267642,1,10,1,100,0,1,0,0,1,0
300,1.22900139213016,-1,10,1,-50,1,0,0,0,1,0
0,3.52199571037636,-1,10,1,300,1,0,0,1,0,0
25,3.89200315142079,-1,10,1,0,1,0,0,0,1,0
-300,1.39999654603162,1,10,1,25,0,1,0,0,1,0
-150,2.31099603462644,1,10,1,-300,0,1,0,0,1,0
200,1.06499742722372,-1,10,1,-150,1,0,0,0,1,0
50,3.6819978681815,1,10,1,200,0,1,0,0,0,1
-25,3.0760002888419,1,10,1,50,0,1,0,0,1,0
-100,1.35299423146353,1,10,1,-25,0,1,0,0,1,0
-150,1.42199524915486,1,10,1,-100,0,1,0,0,1,0
25,3.7220002918184,-1,10,2,100,1,0,0,0,1,0
-50,2.52000291991135,1,10,2,25,0,1,0,0,1,0
-200,1.1480031583269,1,10,2,-50,0,1,0,0,1,0
150,1.91499666225718,-1,10,2,-200,1,0,0,0,1,0
300,1.1429990527613,-1,10,2,150,1,0,0,0,1,0
-25,2.38599732339208,1,10,2,300,0,1,0,0,1,0
0,2.50099663328729,-1,10,2,-25,1,0,0,1,0,0
-300,0.577001649617159,1,10,2,0,0,1,0,0,1,0
50,2.60199671208829,-1,10,2,-300,1,0,0,0,1,0
-100,2.40099774729606,1,10,2,50,0,1,0,0,1,0
0,3.61199949872389,-1,10,2,-100,1,0,0,1,0,0
200,1.05399997960922,-1,10,2,0,1,0,0,0,1,0
-150,1.24799934065231,1,10,2,200,0,1,0,0,1,0
-100,1.30200011026318,1,10,2,-150,0,1,0,0,1,0
-25,3.46499689316261,1,10,2,-100,0,1,0,0,1,0
50,3.74100096976326,-1,10,2,-25,1,0,0,0,1,0
200,1.64299820184533,-1,10,2,50,1,0,0,0,1,0
-150,1.29199765538942,1,10,2,200,0,1,0,0,1,0
-300,0.922997207038861,1,10,2,-150,0,1,0,0,1,0
25,2.80999981760397,1,10,2,-300,0,1,0,0,0,1
0,2.84099754654744,1,10,2,25,0,1,0,1,0,0
300,1.15099876606109,-1,10,2,0,1,0,0,0,1,0
-50,2.66799519085907,1,10,2,300,0,1,0,0,1,0
100,2.65199862694135,-1,10,2,-50,1,0,0,0,1,0
0,3.52700205182919,-1,10,2,100,1,0,0,1,0,0
-200,1.44000022995169,1,10,2,0,0,1,0,0,1,0
